AthleteID,FullName,Gender],CountryID
1,"""AHLUND  Olof """"Olle""""""",Men,SWE
2,"""BODZIAK  Ericleia """"Filo""""""",Women,BRA
3,"""BSING  Wilhelm """"Willy""""""",Men,GER
4,"""DESJARDINS  Ulise Joseph """"Peter""""""",Men,USA
5,"""HENRY  Ludi """"Lea""""""",Women,USA
6,"""JEROME  Henry Winston """"Harry""""""",Men,CAN
7,"""RADKE  Karoline """"Lina""""""",Women,GER
8,"""SCHMIDT  Helene """"Leni""""""",Women,GER
9,├ûBERG  Carl-G├Âran,Men,SWE
10,├ûBERG  Hans Andreas,Men,SWE
11,├ûBERG  Sigfrid,Men,SWE
12,├ûDEGAARD  Reidar,Men,NOR
13,├ûHLING  Jens,Men,SWE
14,├ûHRLUND  Uno,Men,SWE
15,├ûKERN  Olav,Men,NOR
16,├ûRNSKOG  Stefan,Men,SWE
17,├ûSTBY  Einar,Men,NOR
18,├ûSTENSSON  Nils,Men,SWE
21,AAHLBERG  Mats,Men,SWE
22,AAHLEN  Thomas,Men,SWE
23,AALAND  Per Knut,Men,NOR
24,AALTONEN  Arvo Ossian,Men,FIN
25,AALTONEN  Juhamatti,Men,FIN
26,AALTONEN  Paavo Johannes,Men,FIN
27,AAMODT  Kjetil Andre,Men,NOR
28,AAMODT  Ragnhild,Women,NOR
29,AANING  Alf Lied,Men,NOR
30,AARDENBURG  Willemien,Women,NED
31,AARDEWIJN  Pepijn,Men,NED
32,AARONES  Ann Kristin,Women,NOR
33,AAS  Karl Jan,Men,NOR
34,AAS  Roald,Men,NOR
35,AAS  Thomas Valentin,Men,NOR
36,AASLIN  Peter,Men,SWE
37,ABAJO  Jose Luis,Men,ESP
38,ABAKUMOVA  Maria,Women,RUS
39,ABALMASAU  Aliaksei,Men,BLR
40,ABALO  Luc,Men,FRA
41,ABANDA ETONG  Patrice,Men,CMR
42,ABARCA  Jose Maria,Men,ESP
43,ABAS  Stephen,Men,USA
44,ABASCAL GARCIA  Alejandro,Men,ESP
45,ABASCAL GOMEZ  Jose Manuel,Men,ESP
46,ABASSOVA  Tamilla,Women,RUS
47,ABATI  Joel,Men,FRA
48,ABAY  Peter,Men,HUN
49,ABAY-NEMES  Oszkar,Men,HUN
50,ABBA  Silvano,Men,ITA
51,ABBAGNALE  Agostino,Men,ITA
52,ABBAGNALE  Carmine,Men,ITA
53,ABBAGNALE  Giuseppe,Men,ITA
54,ABBOTT  Des,Men,AUS
55,ABBOTT  Jeremy,Men,USA
56,ABBOTT  Margaret Ives,Women,USA
57,ABBOTT  Monica,Women,USA
58,ABDALLAH  Nia,Women,USA
59,ABDELAZIM  Tarek Yehia Fouad,Men,EGY
60,ABDO  Reema,Women,CAN
61,ABDOOLLAYEV  Mahammatkodir,Men,UZB
62,ABDUL  Hamid,Men,PAK
63,ABDUL  Rashid I,Men,PAK
64,ABDUL  Rashid III,Men,PAK
65,ABDUL  Rashid IV,Men,PAK
66,ABDUL  Waheed,Men,PAK
67,ABDULBEKOV  Zagalav,Men,URS
68,ABDULLAYEV  Namig,Men,AZE
69,ABDUR-RAHIM  Shareef,Men,USA
70,ABDUSALOMOV  Yusup,Men,TJK
71,ABDUVALIEV  Andrey,Men,EUN
72,ABE  Masashi,Men,JPN
73,ABEBE  Addis,Men,ETH
74,ABEGGLEN  Max,Men,SUI
75,ABEL  Clarence John,Men,USA
76,ABEL  George Gordon,Men,CAN
78,ABEL  Jennifer,Women,CAN
79,ABEL  Sten,Men,NOR
80,ABELARDO  Olivier,Men,ITA
81,ABELL  Louis,Men,USA
82,ABERA  Gezahegne,Men,ETH
83,Ã–BERG  Carl-GÃ¶ran,Men,SWE
84,ABERG  Georg,Men,SWE
85,Ã–BERG  Hans Andreas,Men,SWE
86,Ã–BERG  Sigfrid,Men,SWE
87,ABERNATHY  Brent,Men,USA
88,ABERNETHY  Moira,Women,RSA
89,ABEYLEGESSE  Elvan,Women,TUR
90,ABILOV  Ismail,Men,BUL
91,ABIR ABDELRAHMAN  Khalil Mahmoud K.,Women,EGY
92,ABLOWICH  Edgar Allen,Men,USA
93,ABLYAZIN  Denis,Men,RUS
94,ABOIMOV  Viktor,Men,URS
95,ABOUELKASSEM  Alaaeldin,Men,EGY
96,ABRAHAM  Attila,Men,HUN
97,ABRAHAM  F.,Men,FRA
98,ABRAHAM  Gary,Men,GBR
99,ABRAHAMIAN  Ara,Men,SWE
100,ABRAHAMS  Harold,Men,GBR
101,ABRAHAMSEN  Isak,Men,NOR
102,ABRAHAMSSON  Carl,Men,SWE
103,ABRAHAMSSON  Erik,Men,SWE
104,ABRAMOV  Pavel,Men,RUS
105,ABRAMOVA  Nelli,Women,URS
106,ABRAMOVA  Yekaterina,Women,RUS
107,ABROSIMOVA  Svetlana,Women,RUS
108,ABSAIDOV  Saipulla,Men,URS
109,ABSALON  Julien,Men,FRA
110,ABUKAWA-CHIBA  Ginko,Women,JPN
111,ABUSHAKHMETOV  Aleksandr,Men,URS
112,ABUSHEV  Magomedgasan,Men,URS
114,ACCAMBRAY  William,Men,FRA
115,ACCOLA  Paul,Men,SUI
116,ACEDO  Domingo,Men,ESP
117,ACEVEDO SANTIAGO  Anibal,Men,PUR
118,ACEVES  Daniel,Men,MEX
119,ACHEAMPONG  Joachin Yaw,Men,GHA
120,ACHERMANN  Alfred,Men,SUI
121,ACHIK  Abdelhak,Men,MAR
122,ACHIK  Mohamed,Men,MAR
123,ACHKINA  Rita,Women,URS
124,ACHTERBERG  Chantal,Women,NED
125,ACKERLEY  Paul,Men,NZL
126,ACKERLY  Charles Edwin,Men,USA
127,ACKERMANN  Ronny,Men,GER
128,ACKLIN  Donat,Men,SUI
129,ACKLIN  Guido,Men,SUI
130,ACOSTA  Lautaro,Men,ARG
131,ACOSTA DUARTE  Osmai,Men,CUB
132,ACOSTA Y LARA  Martin,Men,URU
133,ADACH  Kazimierz,Men,POL
134,ADAM  Gordon Belgum,Men,USA
136,ADAM  John M.,Men,GBR
137,ADAM  Mike,Men,CAN
138,ADAM  Otto,Men,GER
139,ADAM  Pierre,Men,FRA
140,ADAMS  Benjamin W.,Men,USA
141,ADAMS  Edgar H.,Men,USA
142,ADAMS  Harry Loren,Men,USA
143,ADAMS  Neil,Men,GBR
144,ADAMS  Nicola,Women,GBR
145,ADAMS  Platt,Men,USA
146,ADAMS  Valerie,Women,NZL
147,ADAMS  Vicki,Women,GBR
148,ADAMSKI  Filip Kamil,Men,GER
149,ADAMSKI  Herbert,Men,GER
150,ADAMSKI  Jerzy,Men,POL
151,ADDO  Simon,Men,GHA
152,ADEFEMI  Olubayo,Men,NGR
153,Ã–DEGAARD  Reidar,Men,NOR
154,ADELEYE  Dele,Men,NGR
155,ADENIKEN  Olapade,Men,NGR
156,ADISSON  Franck,Men,FRA
157,ADJEI  Richard,Men,GER
158,ADJEI  Sammi,Men,GHA
159,ADKINS  Charles,Men,USA
160,ADKINS  Derrick,Men,USA
161,ADLARD  Robert Edward,Men,GBR
162,ADLER  Daniel,Men,BRA
164,ADLER  Margarete,Women,AUT
165,ADLERCREUTZ  Gregor,Men,SWE
166,ADLERCREUTZ  Nils,Men,SWE
167,ADLERSTRAHLE  Mrtha,Women,SWE
168,ADLERZ  Erik,Men,SWE
169,ADLINGTON  Rebecca,Women,GBR
170,ADOMAITIS  Dainius,Men,LTU
171,ADRIAN  Nathan,Men,USA
172,ADROVICZ  Attila,Men,HUN
174,AFANASYEVA  Ksenia,Women,RUS
175,AFINOGENOV  Maxim,Men,RUS
176,AFOLABI  Bisi,Women,NGR
180,AGAMENNONI  Luca,Men,ITA
181,AGASSI  Andre,Men,USA
182,AGEEV  Viktor,Men,URS
183,AGERSBORG  Henrik,Men,NOR
184,AGLIOTTI  Marilyn,Women,NED
185,AGNEL  Yannick,Men,FRA
186,AGOSTA  Meghan,Women,CAN
187,AGOSTO  Benjamin,Men,USA
188,AGOSTONI  Carlo,Men,ITA
189,AGOSTON-MENDELENYI  Judit,Women,HUN
190,AGREN  Erik,Men,SWE
191,AGSTERIBBE  Estella,Women,NED
192,AGUERO  Sergio,Men,ARG
193,AGUERO  Taimaris,Women,CUB
194,AGUIAR  Mayra,Women,BRA
195,AGUILAR  Jose,Men,CUB
196,AGUILAR DIAZ  Macarena,Women,ESP
197,AGUILERA RUIZ  Jorge Luis,Men,CUB
198,AH MOW-SANTOS  Robyn,Women,USA
199,AHEARN  Kevin Joseph,Men,USA
200,AHEARNE  Timoty J.,Men,GBR
201,AHKTAR  Hussain,Men,IND
202,AHKTAR  Hussain,Men,PAK
203,AHLBERG  Bruno Valfrid,Men,FIN
204,AHLEN  Annica,Women,SWE
205,AHLEN  J.P.,Men,SWE
206,AHLFORS  Anselm,Men,FIN
207,AHLGREN  Anders,Men,SWE
208,AHLGREN  George Lewis,Men,USA
209,Ã–HLING  Jens,Men,SWE
210,AHLMANN  Christian,Men,GER
211,AHLQVIST  Thure,Men,SWE
212,AHMADOV  Emin,Men,AZE
213,AHMAN  Arne,Men,SWE
214,AHMANN  Jrg,Men,GER
215,AHMANN-LEIGHTON  Christine,Women,USA
216,AHMED SALAH  Hussein,Men,DJI
219,AHNGER  Arthur,Men,FIN
220,AHONEN  Janne,Men,FIN
223,AHRENS  Chris,Men,USA
224,AHRENS  Marlene,Women,CHI
226,Ã–HRLUND  Uno,Men,SWE
227,AICARDI  Matteo,Men,ITA
228,AICEGA  Magdalena,Women,ARG
229,AICHELE  Hans,Men,SUI
230,AIDAROV  Aleksei,Men,BLR
231,AIGNER  Hannes,Men,GER
232,AIHARA  Nobuyuki,Men,JPN
233,AIHARA  Yutaka,Men,JPN
234,AIKAWA  Ryoji,Men,JPN
235,AIKMAN  Michael Hirst,Men,AUS
236,AIKMAN  T.,Men,GBR
237,AINDILI  Eirini,Women,GRE
238,AINSLIE  Ben,Men,GBR
239,AINSWORTH  Kurt,Men,USA
240,AINSWORTH-DAVIS  John Creyghton,Men,GBR
241,AIRAPETYAN  Sos,Men,URS
242,AISHER  Robin Allingham,Men,GBR
243,AITCHISON  Francis Helen,Women,GBR
244,AITCHISON  Gordon,Men,CAN
245,AITKEN  Brett,Men,AUS
246,AITOFF  Vladimir,Men,FRA
247,AJETE  Omar,Men,CUB
248,AJILORE  Ebenezer,Men,NGR
249,AJUNWA  Chioma,Women,NGR
250,AKABUSI  Kriss Kezie Uche,Men,GBR
251,AKAISHI  Kosei,Men,JPN
252,AKAR  Nazuh,Men,TUR
253,AKASAKA  Yuichi,Men,JPN
254,AKBAS  Hseyin,Men,TUR
255,AKDAG  Vehbi,Men,TUR
256,AKERLUND  Gunnar,Men,SWE
257,AKERLUND  Olle,Men,SWE
258,Ã–KERN  Olav,Men,NOR
259,AKERS  Michelle,Women,USA
260,AKHAMINOVA  Elena,Women,URS
261,AKHATOVA  Albina,Women,RUS
262,AKHMEDOV  Bakhtiyar,Men,RUS
263,AKHMEROVA  Liailia,Women,URS
264,AKHREMCHIK  Igor,Men,URS
265,AKHTAR  Rasool,Men,PAK
266,AKHTAR  Ul Islam,Men,PAK
267,AKII-BUA  John,Men,UGA
268,AKIMENKO  Vladislav,Men,URS
269,AKIMOV  Anatoli,Men,URS
270,AKIMOV  Vladimir,Men,URS
271,AKINRADEWO  Foluke,Women,USA
272,AKKAEV  Khadzhimurat,Men,RUS
273,AKOBIA  Marina,Women,RUS
274,AKSENOVA  Lyudmila,Women,URS
275,AKSININ  Aleksandr,Men,URS
276,AKSYONOV  Nikolay,Men,RUS
277,AL DUHAMI  Ramzy,Men,KSA
278,AL SAUD  HRH Prince Abdullah,Men,KSA
279,AL SHAMI  Naser,Men,SYR
281,ALABAU  Marina,Women,ESP
282,ALACHACHAN  Armenak,Men,URS
283,ALAGULOVA  Yulia,Women,EUN
284,ALAKHVERDIEV  Arsen,Men,URS
285,ALAKPAROV  Vugar,Men,AZE
286,ALANOVIC  Vladan,Men,CRO
287,ALATALO  Mika,Men,FIN
288,ALATALO  Toimi,Men,FIN
289,AL-ATTIYAH  Nasser,Men,QAT
290,ALBARELLI  Fabio,Men,ITA
291,ALBARELLO  Marco,Men,ITA
292,ALBARRAN  Pierre,Men,FRA
293,ALBEGOV  Ruslan,Men,RUS
294,ALBELDA  David,Men,ESP
296,ALBERANI SAMARITANI  Alberto,Men,ITA
297,ALBERT  A.,Men,FRA
298,ALBERT  Florian,Men,HUN
299,ALBERTO FRANCISCA  Nely,Women,ESP
300,ALBERTSEN  Georg,Men,DEN
301,ALBERTSSON  Bertil,Men,SWE
302,ALBIEV  Islam-Beka,Men,RUS
303,ALBINI  Abramo,Men,ITA
304,ALBRECHT  Emile,Men,SUI
306,ALBRECHT LORETAN  Brigitte,Women,SUI
307,ALBRECHTSON  John,Men,SWE
308,ALBRIGHT  Tenley,Women,USA
309,ALBRITTON  David Donald,Men,USA
310,ALBUL  Anatoli,Men,URS
311,ALBUQUERQUE  Carolina,Women,BRA
312,ALDAIR,Men,BRA
313,ALDAMA CABRERA  Andres,Men,CUB
314,ALDEEHANI  Fehaid,Men,KUW
315,ALDEERT  H.,Men,FRA
316,ALDEN  Cyril Albert,Men,GBR
317,ALDER  Janine,Women,SUI
318,ALDERMAN  Frederick Pitt,Men,USA
319,ALDERSON-ROSAZZA  Joan Ann,Women,USA
320,ALECHINE  Maxim,Men,RUS
321,ALEGRE  David,Men,ESP
322,ALEGRE  Ramon,Men,ESP
323,ALEH  Jo,Women,NZL
324,ALEID  Khaled,Men,KSA
325,ALEINIK  Vladimir,Men,URS
326,ALEINIKOV  Evgeni,Men,RUS
327,ALEKHIN  Nikolai,Men,URS
328,ALEKNA  Virgilijus,Men,LTU
329,ALEKO,Men,BUL
330,ALEKSANDROV  Boris,Men,URS
331,ALEKSANDROV  Veniamin,Men,URS
332,ALEKSANDROV  Vladimir,Men,URS
333,ALEKSANYAN  Artur,Men,ARM
334,ALEKSEEVA  Galina,Women,URS
336,ALESSANDRONI  Hugh Vincent,Men,USA
337,ALETTER  Karl,Men,GER
338,ALEX SILVA,Men,BRA
339,ALEXANDER  Buffy,Women,CAN
340,ALEXANDER  Gustav Bernhard,Men,GBR
341,ALEXANDER  J.,Men,GBR
342,ALEXANDER  Lisa,Women,CAN
343,ALEXANDER  Michael O'Donel,Men,GBR
344,ALEXANDRE  Marc,Men,FRA
345,ALEXANDRE PATO,Men,BRA
346,ALEXANDROVA-POPOVA  Larissa,Women,URS
349,ALEXEEV  Denis,Men,RUS
350,ALFEEVA  Lidia,Women,URS
351,ALFORD  Steven Todd,Men,USA
352,ALFREDSSON  Axel,Men,SWE
353,ALFREDSSON  Daniel,Men,SWE
354,ALFTHAN  Max,Men,FIN
355,ALGOTSSON  Hakan,Men,SWE
356,ALGOTSSON  Sara,Women,SWE
357,ALI  Muhammad,Men,USA
358,ALI KAHN  Emile,Men,FRA
359,ALIABADI  Rahim,Men,IRI
360,ALIBERT  Gaston,Men,FRA
361,ALIFIRENKO  Sergei,Men,RUS
362,ALIKIN  Vladimir,Men,URS
363,ALILOVIC  Mirko,Men,CRO
364,ALINE,Women,BRA
365,ALIPOV  Aleksey,Men,RUS
366,ALIPOV  Alexei,Men,RUS
367,ALIU  Deji,Men,NGR
368,ALIYCHUK  Margarita,Women,RUS
369,ALLAERT  Alphonse,Men,BEL
370,ALLAIS  Emile,Men,FRA
371,ALLALOU  Mohamed,Men,ALG
372,ALLAM  Peter Frank,Men,GBR
373,ALLAMAND  Olivier,Men,FRA
374,ALLAN  Alister Millar,Men,GBR
375,ALLAN  Schofield,Men,IND
376,ALLEMANE  Pierre,Men,FRA
377,ALLEN  Chad,Men,USA
378,ALLEN  Kate,Women,AUT
379,ALLEN  Katie,Women,AUS
380,ALLEN  Ray,Men,USA
381,ALLEN  Richard James,Men,IND
382,ALLEN  Sandra,Women,AUS
383,ALLEN  Scott,Men,USA
384,ALLEN  Terry,Men,USA
385,ALLEN  William Charles,Men,USA
386,ALLEN  Wyatt,Men,USA
387,ALLENBY  Kate,Women,GBR
388,ALLERS  Arthur,Men,NOR
389,ALLERT  Ejlert Arild Emil,Men,DEN
391,ALLHUSEN  Derek Swithin,Men,GBR
392,ALLISON  Jan Alistair,Men,CAN
393,ALLMAN-SMITH  Eric Percival,Men,GBR
394,ALLOCHIO  Antonio,Men,ITA
395,ALLUCCI  Carmela,Women,ITA
396,ALMAKTOUM  Shaikh Ahmed,Men,UAE
397,ALMBLAD  Lotta,Women,SWE
398,ALMETOV  Aleksandr,Men,URS
399,ALMEYDA  Matias,Men,ARG
400,ALMGREN  Gustav,Men,SWE
401,ALMKVIST  Erland,Men,SWE
402,ALMLF  Erik,Men,SWE
403,ALMQVIST  G├Âte,Men,SWE
404,ALMQVIST  GÃ¶te,Men,SWE
405,ALMSTEDT  Percy,Men,SWE
406,ALNEVIK  Folke,Men,SWE
407,ALNOUDJI  Nicolas,Men,CMR
408,ALOIAN  Misha,Men,RUS
409,ALONSO BERNARDO  Jessica,Women,ESP
410,ALOZIE  Gloria,Women,NGR
411,ALSGAARD  Thomas,Men,NOR
412,ALSHAMMAR  Therese,Women,SWE
413,ALSHAN  Andrei,Men,URS
414,ALSTAD  Ida,Women,NOR
415,ALT  Robert,Men,SUI
416,ALTEPOST  Lutz,Men,GER
417,ALTIMANI  Fernando,Men,ITA
418,ALTMANN  Livia,Women,SUI
419,ALTWEGG  Jeannette,Women,GBR
421,ALVARES  Ana Margarita,Women,BRA
422,ALVAREZ  Cristian,Men,CHI
423,ALVAREZ  Eduardo,Men,USA
424,ALVAREZ ESTRADA  Lazaro,Men,CUB
425,ALVAREZ POZO  Miguel,Men,CUB
426,ALVEAR  Yuri,Women,COL
427,ALVERA  Renzo,Men,ITA
428,ALVES  Aloisio,Men,BRA
429,ALVES  Thiago Soares,Men,BRA
430,ALVISI  Alessandro,Men,ITA
431,ALY  Mohamed,Men,EGY
432,ALYABYEV  Anatoly,Men,URS
433,ALYPOV  Ivan,Men,RUS
434,AMAN  Charles,Men,USA
436,AMANKWAH  Frank,Men,GHA
437,AMANN  Max,Men,GER
438,AMANTOVA  Ingrida,Women,URS
439,AMARAL,Men,BRA
440,AMARAL  Dante,Men,BRA
441,AMARANTE  Catello,Men,ITA
442,AMARJIT RANA  Singh,Men,IND
443,AMARTEY  Prince,Men,GHA
444,AMAT  Jaime,Men,ESP
445,AMAT  Jean Pierre,Men,FRA
446,AMAT  Pablo Pol,Men,ESP
447,AMAT  Pol,Men,ESP
448,AMAT CANSINO  Santiago,Men,ESP
449,AMAT FONTANALS  Juan,Men,ESP
450,AMAT FONTANALS  Pedro,Men,ESP
451,AMATO  Serena,Women,ARG
452,AMAVISCA GARATE  Jose,Men,ESP
453,AMAYA  Ivan,Men,ESP
454,AMBARTSUMYAN  David,Men,URS
455,AMBRON  Amedeo,Men,ITA
456,AMBROSE  Efe,Men,NGR
457,AMBROSETTI  Bianca,Women,ITA
458,AMBROSI  Christie,Women,USA
459,AMBROSINI  Ernesto,Men,ITA
460,AMBRUS  Miklos,Men,HUN
461,AMELN  Carl-Robert,Men,SWE
463,AMICO  Leah,Women,USA
464,AMIEZ  Sebastien,Men,FRA
465,AMIRAGOV  Slava,Men,URS
466,AMITRANO  Salvatore,Men,ITA
467,AMLONG  Joseph Brian,Men,USA
468,AMLONG  Thomas Kennedy,Men,USA
469,AMMANN  Simon,Men,SUI
471,AMOKACHI  Daniel,Men,NGR
472,AMONTE  Tony,Men,USA
473,AMOORE  Edward John,Men,GBR
474,AMOORE-POLLOCK  Judith Florence,Women,AUS
475,AMOROS QUILES  Vanessa,Women,ESP
476,AMOS  Nijel,Men,BOT
477,AMOSOVA  Zinaida,Women,URS
478,AMOUDRUZ  Gustave,Men,SUI
479,AMOYAN  Roman,Men,ARM
480,AMPHLETT  Edgar Montague,Men,GBR
482,AMRHEIN  Albert,Men,GER
483,AMSON  Gaston,Men,FRA
484,AMUNDRUD  Gail,Women,CAN
485,AMUNDSEN  Arthur M.,Men,NOR
486,AMUNDSEN  Steinar,Men,NOR
487,AMUNIKE  Emmanuel,Men,NGR
488,AMYOT  Frank,Men,CAN
495,AN  Victor,Men,RUS
497,AN  Yulong,Men,CHN
498,AN  Zhongxin,Women,CHN
499,ANAE  Tumua,Women,USA
500,ANAKIN  Douglas,Men,CAN
501,ANANIEV  Borislav,Men,BUL
502,ANANKO  Tatyana,Women,BLR
503,ANASTASIA  Flavio,Men,ITA
506,ANCIC  Mario,Men,CRO
507,ANCION  Julius Theodoor,Men,NED
508,ANCZOK  Zygmunt,Men,POL
509,ANDERBERG  Olle,Men,SWE
510,ANDERHUB  Steve,Men,SUI
511,ANDERS  Elizabeth Rambo,Women,USA
512,ANDERSEN  Alf,Men,NOR
513,ANDERSEN  Anders,Men,DEN
514,ANDERSEN  Anja Jul,Women,DEN
515,ANDERSEN  Axel Sigurd,Men,DEN
516,ANDERSEN  Camilla,Women,DEN
517,ANDERSEN  Carl Albert,Men,NOR
518,ANDERSEN  Carl-Ebbe,Men,DEN
519,ANDERSEN  Frithjof,Men,NOR
520,ANDERSEN  Greta Marie,Women,DEN
521,ANDERSEN  Hjalmar,Men,NOR
522,ANDERSEN  Hjalmart Nrregaard,Men,DEN
523,ANDERSEN  Johan Frederik Kobberup,Men,DEN
524,ANDERSEN  Jrgen Marius,Men,NOR
525,ANDERSEN  Kjerstin,Women,NOR
526,ANDERSEN  Kristine,Women,DEN
527,ANDERSEN  Linda,Women,NOR
528,ANDERSEN  Mads Christian Kruse,Men,DEN
529,ANDERSEN  Niels,Men,DEN
530,ANDERSEN  Ove,Men,FIN
531,ANDERSEN  Paul Kuhlmann,Men,DEN
532,ANDERSEN  Reidar,Men,NOR
533,ANDERSEN  Rudolf Svend,Men,DEN
534,ANDERSEN  Terje,Men,NOR
535,ANDERSON,Men,BRA
536,ANDERSON  Alyssa,Women,USA
537,ANDERSON  Andrea,Women,USA
538,ANDERSON  Brett,Men,USA
539,ANDERSON  Charles Howard,Men,USA
540,ANDERSON  Craig,Men,AUS
541,ANDERSON  David Rollo,Men,AUS
542,ANDERSON  Gary John,Men,NZL
543,ANDERSON  Gary Lee,Men,USA
544,ANDERSON  Haley,Women,USA
545,ANDERSON  Jamie,Women,USA
546,ANDERSON  Jasey Jay,Men,CAN
547,ANDERSON  John,Men,AUS
548,ANDERSON  John Franklin,Men,USA
549,ANDERSON  John Scott,Men,AUS
550,ANDERSON  Miller Altman,Men,USA
551,ANDERSON  Osborn,Men,USA
552,ANDERSON  Paul Richard,Men,GBR
553,ANDERSON  Stephen,Men,USA
554,ANDERSON  Thomas James,Men,AUS
555,ANDERSON  W.,Men,FRA
556,ANDERSON  Wendell Richard,Men,USA
557,ANDERSON  William,Men,CAN
558,ANDERSON  William,Men,GBR
559,ANDERSON  William Lloyd,Men,USA
560,ANDERSSON  Agneta,Women,SWE
561,ANDERSSON  Ake,Men,SWE
562,ANDERSSON  Anders,Men,SWE
563,ANDERSSON  Anders Wilhelm,Men,SWE
564,ANDERSSON  Anna,Women,SWE
565,ANDERSSON  Arvid Leander,Men,SWE
566,ANDERSSON  Bjarne,Men,SWE
567,ANDERSSON  Cecilia,Women,SWE
568,ANDERSSON  Erik,Men,SWE
569,ANDERSSON  Frank,Men,SWE
570,ANDERSSON  Gsta,Men,SWE
571,ANDERSSON  Gunilla,Women,SWE
572,ANDERSSON  Hjalmar,Men,SWE
573,ANDERSSON  Kim,Men,SWE
574,ANDERSSON  Leif,Men,SWE
575,ANDERSSON  Lina,Women,SWE
576,ANDERSSON  Magnus,Men,SWE
577,ANDERSSON  Mattias,Men,SWE
578,ANDERSSON  Mauritz,Men,SWE
579,ANDERSSON  Mikael,Men,SWE
580,ANDERSSON  Peter I,Men,SWE
581,ANDERSSON  Ramon Dean,Men,AUS
582,ANDERSSON  Robert,Men,SWE
583,ANDERSSON  Robert T.,Men,SWE
584,ANDERSSON  Sigurd,Men,SWE
585,ANDERSSON  Sture,Men,SWE
586,ANDERSSON  Sune,Men,SWE
587,ANDERSSON  T.,Men,SWE
588,ANDERSSON  Thure,Men,SWE
589,ANDERSSON  Vilhelm,Men,SWE
590,ANDERSSON  Volger,Men,SWE
591,ANDERSSON-TVILLING  Hans Lennart,Men,SWE
592,ANDERSSON-TVILLING  Stig Gunnar,Men,SWE
593,ANDIEV  Soslan,Men,URS
595,ANDO  Kozue,Women,JPN
596,ANDO  Misako,Women,JPN
597,ANDO  Yuya,Men,JPN
598,ANDRADA  Manuel,Men,ARG
599,ANDRADE  Francisco Rebello De,Men,POR
600,ANDRADE  Jos,Men,URU
601,ANDRADE DA SILVA  Jorge Luiz,Men,BRA
602,ANDRE  Georges,Men,FRA
603,ANDRE  William Jules,Men,USA
604,ANDRE LUIZ,Men,BRA
605,ANDREASEN  Lawrence Edwin,Men,USA
606,ANDREASSEN  Gunn Margit,Women,NOR
607,ANDREASSEN  Rolf,Men,NOR
608,ANDREEV  Boris,Men,URS
609,ANDREEV  Sergei,Men,URS
610,ANDREEV  Vladimir,Men,URS
611,ANDREI  Alessandro,Men,ITA
613,ANDREIA,Women,BRA
614,ANDREIA ROSA,Women,BRA
615,ANDREIUK  Elena,Women,URS
616,ANDREO  Angel,Men,ESP
617,ANDREOLI  Arnaldo,Men,ITA
618,ANDREOLI  Severino,Men,ITA
619,ANDREOSSI  Giannin,Men,SUI
620,ANDREOSSI  Mezzi,Men,SUI
621,ANDREOU  Joannis,Men,GRE
622,ANDRES  Dominic,Men,SUI
623,ANDRESEN  Cyril Romain,Men,DEN
624,ANDRESEN  Frode,Men,NOR
625,ANDREW  Janice,Women,AUS
626,ANDREWS  Arthur F.,Men,USA
627,ANDREWS  Michelle,Women,AUS
628,ANDREWS  Scott,Men,GBR
629,ANDREWS  Theresa,Women,USA
630,ANDREWS  Walter,Men,CAN
631,ANDREYEV  Vladimir,Men,RUS
632,ANDRIAKOPOULOS  Nicolaos,Men,GRE
633,ANDRIANOV  Nikolay,Men,URS
634,ANDRIASYAN  Arkadi,Men,URS
636,ANDRIEUX  Michel,Men,FRA
638,ANDRIITSEV  Valerii,Men,UKR
641,ANDRYUSHINA  Ekaterina,Women,RUS
642,ANDRZEJEWSKI  Bogdan,Men,POL
643,ANDRZEJUK  Robert,Men,POL
644,ANESI  Matteo,Men,ITA
645,ANGANUZZI  Raul,Men,ARG
646,ANGELICA  Maria,Women,BRA
647,ANGELINI  Alberto,Men,ITA
648,ANGELOV  Angel,Men,BUL
649,ANGELOV  Stefan,Men,BUL
650,ANGELOV  Yordan,Men,BUL
651,ANGERER  Nadine,Women,GER
653,ANGERER  Tobias,Men,GER
654,ANGIONI  Paolo,Men,ITA
655,ANGLE  Kurt,Men,USA
656,ANGLESIO  Giorgio,Men,ITA
657,ANGST  Heinrich,Men,SUI
658,ANGST  Max,Men,SUI
659,ANGULO  Miguel Angel,Men,ESP
660,ANGYAL  Eva,Women,HUN
661,ANICHEBE  Victor,Men,NGR
662,ANIKEEVA  Ekaterina,Women,RUS
663,ANIKIN  Nikolay,Men,URS
664,ANISIMOVA  Natalya,Women,EUN
665,ANISIMOVA  Natalya,Women,URS
666,ANISIMOVA  Tatiana,Women,URS
667,ANISIMOVA  Vera,Women,URS
668,ANISSINA  Marina,Women,FRA
669,ANITA,Women,SWE
671,ANJUM  Saeed,Men,PAK
673,ANKER  E.,Men,NOR
674,ANKER  Johan August,Men,NOR
675,ANKERMAN  Jan Geert,Men,NED
677,ANNAN  Alyson,Women,AUS
678,ANNAN  Alyson Regina,Women,AUS
679,ANNEN  Martin,Men,SUI
680,ANNISON  Harold Edward,Men,GBR
681,ANNO  Noriko,Women,JPN
682,ANNONI  Pietro,Men,ITA
683,ANOUSHIRAVANI HAMLABAD  Sajjad,Men,IRI
684,ANPILOGOV  Aleksandr,Men,URS
685,ANQUETIL  Jacques,Men,FRA
